,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2015-01-02,74.446556026583,75.23053570700587,73.38540638123168,74.24858093261719,1758856,0.0,0
1,2015-01-05,73.82888075476244,74.77915886704207,71.9837512776699,72.00750732421875,3126357,0.0,0
2,2015-01-06,72.30842630469753,73.07657068820461,70.97803334109331,71.94415283203125,2718101,0.0,0
3,2015-01-07,72.37969396812962,73.11616154313103,71.80952474339041,72.40345001220703,2032739,0.0,0
4,2015-01-08,73.56755418948856,74.83459372140088,73.09241512023658,74.771240234375,3039053,0.0,0
5,2015-01-09,74.79499057959505,75.05631916236368,73.02113537014739,73.24286651611328,2943596,0.0,0
6,2015-01-12,73.48836243003977,74.6841277310801,73.05281477620335,73.99517822265625,2321445,0.0,0
7,2015-01-13,73.40916802626447,74.49407379898457,73.17952221645827,74.31985473632812,2930882,0.0,0
8,2015-01-14,73.72592630319231,74.38320508762604,73.02905612364512,73.44084167480469,2809739,0.0,0
9,2015-01-15,74.23274448001865,75.21470536145199,72.00750620916108,74.95337677001953,4442408,0.0,0
10,2015-01-16,74.87418290209249,76.085789509639,74.30401366519521,75.60272979736328,3911215,0.0,0
11,2015-01-19,76.45798353627838,77.07566486140303,75.94324708476772,76.75890350341797,2351551,0.0,0
12,2015-01-20,77.60623349940835,77.93883019296442,76.94895476567604,77.1390151977539,3096094,0.0,0
13,2015-01-21,77.83589742796781,78.2318476604582,77.0281555703236,78.10514068603516,3167286,0.0,0
14,2015-01-22,78.14473212360562,78.9128764823105,77.48745333814468,78.59611511230469,3952585,0.0,0
15,2015-01-23,79.19004081499459,80.29870259474863,78.841602702058,79.98194122314453,4579996,0.0,0
16,2015-01-26,79.82356728051703,81.80331839321119,79.30883078287236,81.48655700683594,3091594,0.0,0
17,2015-01-27,79.86315568725124,80.45708099881988,78.43773856451894,79.055419921875,6451243,0.0,0
18,2015-01-28,79.57955584697699,79.57955584697699,76.69677541354481,77.81876373291016,6014614,3.3,0
19,2015-01-29,77.0653089932415,77.40927593469972,75.7631457513222,76.65582275390625,4452427,0.0,0
20,2015-01-30,76.98341648553009,77.15539996405708,75.81228553800048,76.16444396972656,4559433,0.0,0
21,2015-02-02,76.41833161206446,77.67955017089844,75.99246860759855,77.67955017089844,3284426,0.0,0
22,2015-02-03,77.9416070081489,79.14549751618644,77.9334217823526,78.62954711914062,3496169,0.0,0
23,2015-02-04,78.48213931995478,78.85067446041903,77.82695879439103,78.24463653564453,2722463,0.0,0
24,2015-02-05,78.12997370936161,79.08816998522751,77.53212106604173,78.86705017089844,2654731,0.0,0
25,2015-02-06,78.30196756985836,78.39205505201951,77.72868927270996,78.04808807373047,2217796,0.0,0
26,2015-02-09,77.63859711818341,77.80238912229298,76.56573887199302,77.08169555664062,2725609,0.0,0
27,2015-02-10,77.39290105480353,77.73686800435256,76.54936038165334,77.40109252929688,2431930,0.0,0
28,2015-02-11,77.15540049954389,77.41747145648931,76.57393075907952,77.29462432861328,1994724,0.0,0
29,2015-02-12,76.04159982475076,77.76963240072385,75.98427199632692,77.30281829833984,3634053,0.0,0
30,2015-02-13,77.5730760106802,78.80972623218055,77.26186246254946,78.5886001586914,2853683,0.0,0
31,2015-02-16,78.35928941528489,78.53946436584725,77.58945326225091,77.99893951416016,2524218,0.0,0
32,2015-02-17,77.80238854933492,78.78515306328391,77.41747046942118,78.32653045654297,2668697,0.0,0
33,2015-02-18,78.53946614379899,79.37481536736793,78.22006735994047,79.27654266357422,2003332,0.0,0
34,2015-02-19,78.989895757697,80.02180286546735,78.89980828211506,79.83344268798828,2455685,0.0,0
35,2015-02-20,79.44033313560669,80.25930564215935,79.22739853438898,79.83344268798828,4157537,0.0,0
36,2015-02-23,80.48043534538901,80.70156144832049,79.78430987905107,80.25931549072266,1975264,0.0,0
37,2015-02-24,79.997233173776,80.72611819093189,79.82524970045134,80.51318359375,2102772,0.0,0
38,2015-02-25,80.63603846365919,80.95543726598412,80.51319132855001,80.89810943603516,1681188,0.0,0
39,2015-02-26,80.91448614091377,81.10284631837935,80.45585728845735,81.02095031738281,1754043,0.0,0
40,2015-02-27,81.16017854633145,81.74983978271484,81.07828254089259,81.74983978271484,2465507,0.0,0
41,2015-03-02,81.6351846081475,81.85630444896637,80.44767690160052,80.77526092529297,2942961,0.0,0
42,2015-03-03,80.83258669344221,81.34035191444364,80.05456528461116,80.20198059082031,1989907,0.0,0
43,2015-03-04,80.60327106762448,80.60327106762448,79.46489980495342,80.51318359375,2284796,0.0,0
44,2015-03-05,80.96362910087751,81.86449768190548,80.75069448229331,81.5205307006836,2513641,0.0,0
45,2015-03-06,81.8890510834482,81.8890510834482,81.13559795150509,81.46318817138672,1888180,0.0,0
46,2015-03-09,80.97999161217275,81.71706804867212,80.29205777028253,81.55327606201172,1814041,0.0,0
47,2015-03-10,81.15199682093689,81.60243427736344,80.43130313891987,81.1356201171875,2004302,0.0,0
48,2015-03-11,81.44681744421568,83.94468621629925,81.24207430710277,83.61709594726562,3117298,0.0,0
49,2015-03-12,83.45330185870554,84.10847613219278,82.88001734010662,83.69898986816406,2106923,0.0,0
50,2015-03-13,83.98563727930963,84.6817626953125,83.04381759965177,84.6817626953125,2099199,0.0,0
